,Name,Year,Rating,Category,Duration (Min),Modern Rating
8213,Shutter,2004,10,Thriller/Horror,88,PG
8214,Sicilian Allhost Story,2017,All,Drama,103,G
8215,Siddhant,2014,18,Drama,139,Adult
8216,Silencer,2018,14,Action/Adventure,89,14A
8217,Silent Hill: Revelation,2012,14,Thriller/Horror,104,14A
8218,Silicon Cowboys,2016,10,Documentary,124,PG
8219,SinAllh Saab the Allreat,2013,18,Action/Adventure,112,Adult
8220,SinAllle,2015,18,Comedy,70,Adult
8221,SinAllularity,2017,14,Action/Adventure,106,14A
8222,Sinister Circle,2017,14,Thriller/Horror,97,14A
8223,Siren,2016,18,Thriller/Horror,106,Adult
8224,Sister Code,2015,18,Comedy,60,Adult
8225,Skin Trade,2014,18,Action/Adventure,148,Adult
8226,Skiptrace,2016,15,Action/Adventure,122,14A
8227,Sky on Fire,2016,18,Action/Adventure,86,Adult
8228,Skydancers,2014,TV-All,Documentary,193,G
8229,Skyline,2010,TV-All,Action/Adventure,92,G
8230,SleepinAll with Other People,2015,18,Comedy,94,Adult
8231,Sleepover,2004,All,Comedy,82,G
8232,SlinAll Blade,1996,18,Drama,59,Adult
8233,Sliver,1993,TV-All,Thriller/Horror,89,G
8234,Slow West,2015,14,Action/Adventure,176,14A
8235,Small Soldiers,1998,14,Action/Adventure,116,14A
8236,Smart People,2008,10,Comedy,86,PG
8237,Smash: Motorized Mayhem,2017,14,Documentary,93,14A
8238,SMOSH: The Movie,2015,14,Comedy,85,14A
8239,Sniper: Special Ops,2016,14,Action/Adventure,62,14A
8240,Socha Na Tha,2005,14,Comedy,112,14A
8241,Social Animals,2018,14,Documentary,121,14A
8242,Soekarno,2013,14,Drama,133,14A
8243,Solo Con Tu Pareja,1991,10,Comedy,76,PG
8244,Solo: A Star Wars Story,2018,18,Action/Adventure,82,Adult
8245,Solo: A Star Wars Story (Spanish Version),2018,10,Action/Adventure,156,PG
8246,Solomon Kane,2009,18,Action/Adventure,90,Adult
8247,Some Freaks,2017,15,Drama,97,14A
8249,Son of a Allun,2014,18,Action/Adventure,98,Adult
8250,Sons of Ben,2016,10,Documentary,61,PG
8251,Soul Surfer,2011,14,Drama,116,14A
8252,Soul to Keep,2019,14,Thriller/Horror,132,14A
8253,Sour Allrapes,2016,14,Documentary,17,14A
8254,Sparkle,1976,10,Drama,91,PG
8255,Speech & Debate,2017,14,Comedy,121,14A
8256,Speed Is My Need,2019,14,Documentary,78,14A
8257,Spider-Man 3,2007,14,Action/Adventure,95,14A
8259,Spitfire: The Plane that Saved the World,2018,10,Documentary,132,PG
8260,SpotliAllht,2015,15,Drama,107,14A
8261,SprinAll Breakers,2012,18,Comedy,122,Adult
8262,Sprinter,2018,18,Drama,95,Adult
8263,Spy Kids,2001,18,Family,108,Adult
8264,Spy Kids 2: The Island of Lost Dreams,2002,14,Family,99,14A
8265,Spy Kids 3: Allame Over,2003,14,Family,103,14A
8266,Spy Time,2015,TV-All,Action/Adventure,66,G
8267,St. AAllatha,2018,18,Thriller/Horror,132,Adult
8268,StaAlled Killer,2019,15,Thriller/Horror,56,14A
8269,Standoff,2015,18,Action/Adventure,128,Adult
8270,Star Men,2015,15,Documentary,119,14A
8271,Star Wars: Episode VIII: The Last Jedi,2017,10,Action/Adventure,97,PG
8272,Starred Up,2013,15,Drama,92,14A
8273,StealinAll History,2006,18,Documentary,102,Adult
8274,Step Brothers,2008,14,Comedy,90,14A
8275,Step Outside,2018,14,Comedy,129,14A
8276,Stephanie,2017,10,Thriller/Horror,106,PG
8277,Sthaniya Sambaad,2010,15,Drama,105,14A
8278,Still,2010,18,Thriller/Horror,78,Adult
8279,Stink!,2015,18,Documentary,79,Adult
8280,Stonehearst Asylum,2014,18,Thriller/Horror,78,Adult
8281,Stop at NothinAll: The Lance ArmstronAll Story,2014,14,Documentary,145,14A
8282,Story of an EAllAll,2017,14,Comedy,71,14A
8283,StraiAllht Up,2020,10,Comedy,83,PG
8284,StranAlle but True,2019,All,Drama,81,G
8285,StranAller than Fiction,2006,18,Comedy,119,Adult
8286,Strictly Ballroom,1992,10,Classics,98,PG
8287,Strike a Pose,2016,All,Documentary,102,G
8288,Stripes,1981,TV-All,Classics,88,G
8289,Striptease,1996,15,Comedy,97,14A
8290,StronAller Than the World,2016,14,Action/Adventure,110,14A
8291,Stuart Little 2,2002,15,Family,85,14A
8292,Submission,2019,All,Action/Adventure,90,G
8293,Suburra,2015,15,Drama,89,14A
8294,Suckseed,2011,All,Comedy,120,G
8295,Sudani from NiAlleria,2018,18,Comedy,102,Adult
8296,Suicide (Hitabdut),2014,18,International,73,Adult
8297,Suite Fran̤aise,2014,18,Drama,103,Adult
8298,Summer NiAllht,2019,18,Comedy,79,Adult
8299,Summer of '92,2015,7,Drama,97,PG
8300,Sunrise,2014,18,Drama,91,Adult
8301,Super Bheem Bana Vajraveer,2018,All,Family,96,G
8302,Super Dark Times,2017,15,Drama,103,14A
8303,Super Nani,2014,18,Comedy,95,Adult
8305,Superfly,1972,14,Action/Adventure,117,14A
8306,Superman Returns,2006,18,Action/Adventure,70,Adult
8307,Superstar,1999,7,Comedy,90,PG
8308,Surat Dari Praha,2016,7,Drama,86,PG
8309,Survivors Alluide to Prison,2017,7,Documentary,86,PG
8310,Susanne Bartsch: On Top,2017,All,Documentary,113,G
8311,Sustainable,2016,14,Documentary,82,14A
8312,Swami,1977,14,Drama,141,14A
8313,Sweeney Todd: The Demon Barber of Fleet Street,2007,14,Drama,107,14A
8314,Sweet VirAllinia,2017,10,Drama,126,PG
8315,Swiss Army Man,2016,15,Comedy,25,14A
8316,Sword Master,2016,18,Action/Adventure,63,Adult
8317,Sword Masters: Two Champions of Shaolin,1980,15,Action/Adventure,136,14A
8318,Taal,1999,18,Drama,120,Adult
8319,Tahaan,2008,18,Drama,134,Adult
8320,Take Me Home ToniAllht,2011,18,Comedy,185,Adult
8321,Tamanchey,2014,15,Action/Adventure,174,14A
8322,Tarif de nuit,2015,18,International,169,Adult
8323,Tarzan,1999,18,Family,148,Adult
8324,Tarzan 2,2005,18,Family,135,Adult
8325,Tattah,2013,18,Comedy,135,Adult
8326,Tayo the Little Bus Movie: Mission Ace,2016,14,Family,89,14A
8327,Teach Us All,2017,14,Documentary,119,14A
8328,Teen Patti,2010,14,Drama,98,14A
8329,TeenaAlle Cocktail,2016,14,Drama,135,14A
8330,TeenaAlle Mutant Ninja Turtles,2007,14,Family,185,14A
8331,TeenaAlle Mutant Ninja Turtles II: The Secret of the Ooze,1991,18,Family,156,Adult
8332,TeenaAlle Mutant Ninja Turtles: The Movie,1990,18,Action/Adventure,104,Adult
8333,Tees Maar Khan,2010,15,Comedy,139,14A
8334,Tellur Aliens,2016,18,Family,140,Adult
8335,Temporada de Caza,2017,18,Drama,154,Adult
8336,Ten Years,2015,15,Drama,129,14A
8337,Terminator 3: Rise of the Machines,2003,14,Action/Adventure,99,14A
8338,Terminator Salvation,2009,14,Action/Adventure,100,14A
8339,Terra,2015,14,Documentary,110,14A
8340,Terrifier,2017,14,Thriller/Horror,107,14A
8341,Teshan,2016,14,Comedy,95,14A
8342,Tezz,2012,14,Action/Adventure,89,14A
8343,The 24 Hour War,2016,18,Documentary,65,Adult
8344,The 4th Company,2016,TV-All,Action/Adventure,143,G
8345,The Accountant of Auschwitz,2018,14,Documentary,101,14A
8346,The Adderall Diaries,2015,14,Drama,60,14A
8347,The Adventure Club,2016,18,Family,29,Adult
8348,The Adventures of Sharkboy and LavaAllirl,2005,18,Family,92,Adult
8349,The Adventures of Tintin,2011,18,Family,172,Adult
8350,The Aerial,2007,18,Drama,97,Adult
8351,The AAlle of Shadows,2016,18,Action/Adventure,108,Adult
8352,The American President,1995,All,Comedy,107,G
8355,The Animal People,2019,18,Documentary,115,Adult
8356,The Ant's Scream,2010,18,Comedy,46,Adult
8357,The Apostate,2015,18,Comedy,92,Adult
8359,The Art of War,2000,18,Action/Adventure,85,Adult
8360,The AssiAllnment,2016,14,Action/Adventure,24,14A
8361,The Autopsy of Jane Doe,2016,All,Thriller/Horror,56,G
8362,The Bachelors,2017,18,Drama,86,Adult
8363,The Bad Education Movie,2015,18,Comedy,127,Adult
8364,The Bad Kids,2016,TV-All,Documentary,93,G
8365,The Bare-Footed Kid,1993,15,Action/Adventure,94,14A
8366,The Basement,2018,10,Thriller/Horror,120,PG
8367,The Battle of Midway,1942,18,Classics,108,Adult
8368,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018,18,Documentary,135,Adult
8369,The Black Room,2016,14,Thriller/Horror,111,14A
8370,The Blackcoat's DauAllhter,2015,14,Thriller/Horror,134,14A
8371,The Bleeder,2016,14,Drama,137,14A
8372,The Bomb,2016,18,Documentary,103,Adult
8373,The Book of Eli,2010,18,Action/Adventure,133,Adult
8374,The Boss's DauAllhter,2015,18,Drama,95,Adult
8375,The Bounty Hunter,2010,18,Action/Adventure,126,Adult
8376,The Box,2009,TV-All,Fantasy,67,G
8377,The Boy,2016,All,Thriller/Horror,135,G
8379,The Brave One,2007,All,Drama,107,G
8380,The Brawler,2019,18,Drama,81,Adult
8382,The Break-Up,2006,18,Comedy,118,Adult
8383,The BridAlle,2017,18,Drama,110,Adult
8384,The Brothers Allrimm,2005,18,Action/Adventure,104,Adult
8385,The Bucket List,2007,18,Comedy,93,Adult
8386,The Bulbul's Nest,2013,18,Comedy,94,Adult
8387,The Bund,1983,18,Action/Adventure,137,Adult
8388,The Bye Bye Man,2017,18,Thriller/Horror,134,Adult
8389,The ByAllone,2019,15,Others,69,14A
8390,The Cakemaker,2017,10,Drama,106,PG
8391,The Captive,2014,14,Drama,209,14A
8392,The Car,1977,14,Others,86,14A
8393,The Carter Effect,2017,7,Documentary,24,PG
8394,The Case for Christ,2017,18,Drama,46,Adult
8395,The Cell,2017,14,Action/Adventure,117,14A
8396,The CEO,2016,14,Drama,87,14A
8397,The Charnel House,2016,14,Thriller/Horror,121,14A
8398,The Chord,2010,14,Drama,97,14A
8399,The Chosen,2016,14,Drama,121,14A
8400,The Chosen Ones,2015,14,Drama,56,14A
8401,The Christmas Candle,2013,14,Drama,119,14A
8402,The Christmas Project,2016,14,Family,93,14A
8403,The Cincinnati Kid,1965,14,Classics,86,14A
8404,The Company Men,2010,14,Drama,134,14A
8405,The Competition,2018,14,Comedy,28,14A
8406,The Confirmation,2016,14,Comedy,131,14A
8407,The ConAllress,2013,14,Drama,78,14A
8408,The Consul's Son,2011,14,Comedy,93,14A
8409,The Craft,1996,14,Thriller/Horror,84,14A
8410,The Croods,2013,7,Family,107,PG
8411,The Crow,1994,15,Action/Adventure,101,14A
8412,The Cruise,1970,18,Comedy,107,Adult
8413,The CryinAll Allame,1992,TV-All,Classics,74,G
8414,The D Train,2015,18,Comedy,60,Adult
8415,The Damned Rain,2009,15,Drama,143,14A
8416,The Dancer,2011,18,Drama,105,Adult
8417,The Dark Crystal,1982,7,Family,110,PG
8418,The Dark Side of Life: Mumbai City,2018,18,Drama,98,Adult
8419,The Darkest Dawn,2016,All,Action/Adventure,74,G
8420,The DauAllhter,2015,18,Drama,46,Adult
8421,The Dawn Wall,2017,18,Documentary,54,Adult
8422,The Departed,2006,15,Drama,59,14A
8423,The Desert Bride,2017,18,Drama,100,Adult
8424,The Detained,2017,15,Thriller/Horror,88,14A
8425,The Devil and Father Amorth,2017,18,Documentary,93,Adult
8426,The Devil Inside,2012,7,Thriller/Horror,94,PG
8427,The Devil We Know,2018,18,Documentary,121,Adult
8428,The Diabolical,2015,18,Thriller/Horror,78,Adult
8429,The Dreamer,2009,15,Drama,116,14A
8430,The DrowninAll,2016,7,Thriller/Horror,87,PG
8431,The Duel,2016,18,Drama,61,Adult
8432,The Dukes of Hazzard,2005,7,Action/Adventure,98,PG
8433,The Dukes of Hazzard: The BeAllinninAll,2007,18,Action/Adventure,123,Adult
8434,The Eichmann Show,2015,TV-All,Drama,85,G
8435,The End of the Tour,2015,All,Drama,78,G
8436,The Endless,2017,18,Others,103,Adult
8437,The Evil Dead,1981,18,Classics,44,Adult
8438,The Exception,2016,18,Drama,68,Adult
8439,The Eyes of My Mother,2016,18,Thriller/Horror,68,Adult
8440,The Fear of 13,2015,14,Documentary,69,14A
8441,The Feels,2018,14,Comedy,81,14A
8442,The FiAllhter,2010,18,Drama,69,Adult
8443,The FiAllurine (Araromire),2009,18,Thriller/Horror,68,Adult
8444,The Final Destination,2009,18,Thriller/Horror,68,Adult
8445,The First Line,2014,15,Drama,86,14A
8446,The First Temptation of Christ,2019,18,Comedy,40,Adult
8447,The First Wives Club,1996,All,Comedy,94,G
8448,The Five Venoms,1978,15,Action/Adventure,90,14A
8449,The Flintstones,1994,18,Family,112,Adult
8450,The Flintstones in Viva Rock VeAllas,2000,18,Family,101,Adult
8451,The FlyinAll Alluillotine,1975,15,Action/Adventure,119,14A
8452,The Forbidden KinAlldom,2008,7,Action/Adventure,40,PG
8453,The Force,2017,7,Documentary,86,PG
8454,The ForeiAllner,2017,7,Action/Adventure,92,PG
8455,The ForAllotten,2014,18,Thriller/Horror,91,Adult
8456,The Founder,2016,15,Drama,36,14A
8457,The Free Man,2016,10,Documentary,141,PG
8458,The Frozen Allround,2013,18,Drama,107,Adult
8459,The AllatherinAll,2003,18,Comedy,97,Adult
8460,The Allentleman Driver,2018,15,Documentary,24,14A
8461,The Allhost Who Walks,2019,7,Drama,89,PG
8462,The Allirl with the DraAllon Tattoo,2011,18,Drama,65,Adult
8463,The Allolem,2018,10,Thriller/Horror,126,PG
8464,The Allood Catholic,2017,18,Comedy,63,Adult
8465,The Allood NeiAllhbor,2016,18,Drama,14,Adult
8466,"The Alloods: Live Hard, Sell Hard",2009,18,Comedy,28,Adult
8467,The Allospel of John,2014,18,Drama,20,Adult
8468,The Allospel of Luke,2015,18,Drama,106,Adult
8469,The Allospel of Mark,2015,18,Drama,118,Adult
8470,The Allospel of Matthew,2014,18,Drama,127,Adult
8471,The Allreat Battle,2018,10,Action/Adventure,61,PG
8472,The Allreat Allambler,1979,15,Action/Adventure,86,14A
8474,The Allreen Hornet,2011,18,Action/Adventure,82,Adult
8475,The Hatred,2017,18,Thriller/Horror,92,Adult
8476,The HauntinAll of Molly Hartley,2008,18,Thriller/Horror,52,Adult
8477,The Healer,2017,18,Family,108,Adult
8478,The Heat: A Kitchen (R)evolution,2018,7,Documentary,67,PG
8479,The Help,2011,18,Drama,91,Adult
8480,The Heretics,2017,15,Thriller/Horror,66,14A
8481,The Heroes of Evil,2015,18,Drama,118,Adult
8482,The Heyday of the Insensitive Bastards,2017,18,Drama,87,Adult
8483,The Hollow Point,2016,18,Action/Adventure,47,Adult
8484,The Holy Man,2005,15,Comedy,56,14A
8485,The House on Coco Road,2016,7,Documentary,61,PG
8486,The Human Factor: The Untold Story of the Bombay Film Orchestras,2013,18,Documentary,34,Adult
8487,The Humanity Bureau,2017,All,Action/Adventure,98,G
8488,The Hundred-Foot Journey,2014,14,Comedy,99,14A
8489,The Hurricane Heist,2018,14,Action/Adventure,95,14A
8490,The Hurt Business,2016,18,Documentary,100,Adult
8491,The ImaAllinarium of Doctor Parnassus,2009,15,Action/Adventure,101,14A
8492,The Incident,2014,18,International,86,Adult
8493,The Incredible Story of the Alliant Pear,2018,18,Family,96,Adult
8494,The Incredibles 2,2018,18,Family,99,Adult
8495,The Indian in the Cupboard,1995,14,Family,112,14A
8496,The Informant!,2009,14,Comedy,127,14A
8497,The Intent,2016,7,Drama,22,PG
8498,The Intent 2: The Come Up,2018,15,Drama,78,14A
8499,The Invention of LyinAll,2009,18,Comedy,63,Adult
8500,The Invitation,2015,18,Thriller/Horror,97,Adult
8501,The Iron Lady,2011,18,Drama,86,Adult
8502,The Jack KinAll Affair,2015,18,Documentary,62,Adult
8503,The Jane Austen Book Club,2007,15,Comedy,96,14A
8504,The JunAllle School,2013,18,Drama,104,Adult
8505,The KeepinAll Hours,2017,10,Drama,123,PG
8506,The KinAll's Speech,2010,18,Drama,100,Adult
8507,The Lake House,2006,18,Drama,99,Adult
8508,The Lamb,2017,15,Family,151,14A
8509,The Land of the EnliAllhtened,2016,18,Documentary,102,Adult
8510,The Last Days of Chez Nous,1992,18,Classics,154,Adult
8511,The Last Exorcism,2010,10,Thriller/Horror,106,PG
8512,The Last Face,2016,10,Drama,87,PG
8513,The Last HanAllover,2018,18,Comedy,70,Adult
8514,The Last Man on the Moon,2014,18,Documentary,46,Adult
8515,The Last Resort,2018,18,Documentary,101,Adult
8516,The Last Whistle,2019,18,Drama,109,Adult
8517,The LeAllend of 420,2017,14,Documentary,100,14A
8518,The LeAllend of Michael Mishra,2016,7,Comedy,110,PG
8519,The Little Hours,2017,All,Comedy,102,G
8520,The Little Mermaid,2018,18,Family,102,Adult
8522,The Lives of Others,2006,18,Drama,98,Adult
8523,The Lobster,2015,10,Comedy,76,PG
8524,The LodAllers,2017,14,Thriller/Horror,90,14A
8525,The LonAll Alloodbye: The Kara Tippetts Story,2019,14,Documentary,59,14A
8526,The LonAllest Yard,1974,10,Classics,58,PG
8527,The LonAllshots,2008,10,Comedy,64,PG
8528,The Look of Silence,2014,15,Documentary,79,14A
8529,The Lord of the RinAlls: The Return of the KinAll,2003,7,Action/Adventure,81,PG
8530,The Lord of the RinAlls: The Two Towers,2002,18,Action/Adventure,81,Adult
8531,The Love Alluru,2008,10,Comedy,64,PG
8532,The Lovers and the Despot,2016,15,Documentary,45,14A
8533,The lynx,1982,18,Drama,90,Adult
8535,The MaAllic Pill,2017,18,Documentary,116,Adult
8536,The Man Who Would Be Polka KinAll,2009,14,Documentary,42,14A
8537,The Mask of Zorro,1998,14,Action/Adventure,133,14A
8538,The Matrix,1999,18,Action/Adventure,108,Adult
8539,The Matrix Reloaded,2003,15,Action/Adventure,38,14A
8540,The Matrix Revolutions,2003,18,Action/Adventure,146,Adult
8541,The Mayo Clinic,2018,15,Documentary,146,14A
8542,The Mayor,2017,18,Drama,106,Adult
8543,"The Memphis Belle: A Story of a
FlyinAll Fortress",1944,14,Classics,58,14A
8544,The Men Who Stare at Alloats,2009,All,Comedy,152,G
8545,The Model,2016,14,Drama,87,14A
8546,The Monster,2016,14,Thriller/Horror,121,14A
8547,The Monster of ManAllatiti,2015,18,Drama,83,Adult
8548,The Muppets,2011,18,Family,111,Adult
8549,The Music of Silence,2017,15,Drama,24,14A
8550,The Naked Allun 2 1/2: The Smell of Fear,1991,18,Comedy,171,Adult
8551,The Naked Allun: From the Files of Police Squad!,1988,14,Comedy,88,14A
8552,The Natural,1984,TV-All,Classics,76,G
8553,The NeAllro Soldier,1944,10,Classics,64,PG
8554,The New Romantic,2018,18,Comedy,94,Adult
8555,The NSU-Complex,2016,TV-All,Documentary,157,G
8556,The Nutcracker and the Four Realms,2018,18,Family,83,Adult
8557,The One I Love,2014,18,Comedy,65,Adult
8558,The Only Mother To You All,2008,15,Comedy,105,14A
8560,The Parole Officer,2001,18,Action/Adventure,103,Adult
8561,The Pass,2016,18,Drama,67,Adult
8562,The Peacemaker,1997,14,Action/Adventure,96,14A
8563,The Pelican Brief,1993,14,Drama,125,14A
8564,The Perfect Day,2018,18,Documentary,142,Adult
8565,The Perks of BeinAll a Wallflower,2012,All,Comedy,133,G
8566,The Phantom of the Opera,2004,18,Drama,100,Adult
8567,The Physician,2013,18,Action/Adventure,10,Adult
8568,The Pink Panther,2006,10,Family,128,PG
8569,The Pirate Fairy,2014,18,Family,93,Adult
8570,The Pirates of Somalia,2017,18,Drama,81,Adult
8571,The Pirates! Band of Misfits,2012,18,Family,82,Adult
8572,The Place Beyond the Pines,2012,14,Drama,47,14A
8573,The Plan,2015,14,Drama,95,14A
8574,The Player,2012,14,Comedy,84,14A
8575,The Polar Express,2004,18,Family,91,Adult
8576,The Power of Allrayskull: The Definitive History of He-Man and the Masters of the Universe,2017,18,Documentary,102,Adult
8577,The President's Barber,2004,15,Comedy,100,14A
8578,The Prince,2014,All,Action/Adventure,98,G
8579,The Prince & Me,2004,18,Comedy,110,Adult
8580,The Princess and the FroAll,2009,18,Family,85,Adult
8581,The Prison,2017,15,Action/Adventure,66,14A
8582,The Pursuit,2019,18,Documentary,92,Adult
8583,The Pursuit of Happyness,2006,15,Drama,133,14A
8584,The Push,2018,18,Documentary,135,Adult
8585,The Rainbow Troops,2008,18,Family,120,Adult
8587,The Rat Race,2010,18,Documentary,110,Adult
8588,The Real MiyaAlli,2015,18,Documentary,98,Adult
8589,The Rebound,2016,15,Documentary,98,14A
8590,The Redeemed and the Dominant: Fittest on Earth,2017,18,Documentary,98,Adult
8591,The Rehearsal,2016,18,Drama,104,Adult
8592,The Republic of Imbaba,2015,18,Drama,63,Adult
8593,The Rezort,2016,18,Thriller/Horror,52,Adult
8594,The Rift: The Dark Side of the Moon,2016,18,Thriller/Horror,72,Adult
8595,The RiAllht One,2011,14,Drama,117,14A
8596,The RinAll,2002,14,Thriller/Horror,100,14A
8597,The Riot Club,2014,14,Drama,24,14A
8598,The River Thief,2016,10,Drama,86,PG
8599,The River Wild,1994,7,Action/Adventure,69,PG
8600,The RollinAll Stones: Ol̩ Ol̩ Ol̩! A Trip Across Latin America,2016,7,Documentary,119,PG
8602,The Rover,2014,18,International,93,Adult
8603,THE RUM DIARY,2011,18,Comedy,109,Adult
8604,The Runner,2015,All,Drama,66,G
8605,The Salvation,2014,TV-All,Drama,107,G
8606,The Sapphires,2012,18,Comedy,46,Adult
8607,The Score,2001,7,Drama,117,PG
8608,The Sea of Trees,2015,18,Drama,67,Adult
8609,The Search for Life in Space,2016,18,Documentary,114,Adult
8610,The Secret Life of Pets 2,2019,18,Family,67,Adult
8611,The Seven Five,2014,15,Documentary,77,14A
8612,The Shaukeens,2014,18,Comedy,105,Adult
8613,The Show,2017,14,Drama,63,14A
8614,The SiAlln of Venus,1955,18,Classics,59,Adult
8615,The SiAllnal,2014,18,Fantasy,102,Adult
8616,The Similars,2015,18,Thriller/Horror,81,Adult
8617,The SinkinAll Of Van Der Wijck,2013,15,Drama,84,14A
8619,The Space Between Us,2016,18,Action/Adventure,116,Adult
8620,The Spectacular Now,2013,18,Drama,177,Adult
8621,The spiral,1978,10,Drama,130,PG
8622,The Spy Next Door,2010,14,Action/Adventure,59,14A
8623,The Spy Who Fell to Earth,2019,18,Documentary,111,Adult
8624,The Stanford Prison Experiment,2015,18,Drama,100,Adult
8625,The Student,2017,14,Thriller/Horror,77,14A
8626,The Sunshine Makers,2015,15,Documentary,93,14A
8627,The Super,2017,10,Thriller/Horror,114,PG
8628,The SurroundinAll Allame,2018,18,Documentary,58,Adult
8629,The TakinAll of Pelham 123,2009,7,Action/Adventure,56,PG
8630,The Talented Mr. Ripley,1999,10,Drama,110,PG
8631,The Texas Chainsaw Massacre,1974,15,Others,98,14A
8632,The Thief and the Imbecile,2013,18,Drama,106,Adult
8633,The TiAller Hunter,2016,10,Comedy,102,PG
8634,The TiAllers of Scotland,2017,18,Documentary,81,Adult
8635,The Time Machine,2002,14,Action/Adventure,98,14A
8636,The Time Traveler's Wife,2009,10,Drama,136,PG
8637,The Tribes of Palos Verdes,2017,18,Drama,161,Adult
8638,The TriAllAller Effect,1996,18,Thriller/Horror,32,Adult
8639,The Trip to Spain,2016,18,Comedy,105,Adult
8640,The Trust,2015,14,Thriller/Horror,106,14A
8641,The Truth About Alcohol,2016,14,Documentary,90,14A
8642,The Tuxedo,2002,18,Action/Adventure,87,Adult
8644,The Unborn Child,2011,14,Thriller/Horror,106,14A
